id|Общее наименование продукции|Раздел ЕП РФ (Код)|Категория продукции|Раздел ЕП РФ (Код из ФГИС ФСА для подкатегории продукции)|Подкатегория продукции|Степень уверенности
30482|Блоки оконные и балконные дверные из поливинилхлоридных профилей|5772|Материалы и изделия полимерные прочие|5772.1|Блоки оконные и балконные дверные из полимерных материалов|100%
